Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Arrivals (Tonnes),Price Date
571,Vellore,vellore_market,Onion,Local,FAQ,1457,1830,1684,130.49,08 Aug 2025
572,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1766,2172,2003,66.67,08 Aug 2025
573,Vellore,vellore_arakkonam,Onion,Local,FAQ,1719,2128,1918,115.63,08 Aug 2026
574,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1414,1747,1570,124.58,08 Aug 2026
575,Vellore,vellore_market,Onion,Local,FAQ,1646,2155,1888,125.37,08 Aug 2026
576,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1506,1811,1651,101.22,08 Aug 2026
577,Vellore,vellore_arakkonam,Onion,Local,FAQ,2137,2759,2471,184.89,08 Dec 2025
578,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1737,2089,1902,274.3,08 Dec 2025
579,Vellore,vellore_market,Onion,Local,FAQ,2075,2506,2330,180.48,08 Dec 2025
580,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2238,2761,2576,99.13,08 Dec 2025
581,Vellore,vellore_arakkonam,Onion,Local,FAQ,2015,2428,2200,328.88,08 Feb 2025
582,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2262,2809,2559,191.43,08 Feb 2025
583,Vellore,vellore_market,Onion,Local,FAQ,2807,3439,3142,163.12,08 Feb 2025
584,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1979,2487,2293,164.1,08 Feb 2025
585,Vellore,vellore_arakkonam,Onion,Local,FAQ,2281,2861,2491,249.74,08 Feb 2026
586,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2338,2778,2580,168.28,08 Feb 2026
587,Vellore,vellore_market,Onion,Local,FAQ,2016,2424,2220,243.99,08 Feb 2026
588,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2090,2674,2374,193.67,08 Feb 2026
589,Vellore,vellore_arakkonam,Onion,Local,FAQ,2191,2721,2416,215.78,08 Jan 2025
590,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2271,2811,2525,165.75,08 Jan 2025
591,Vellore,vellore_market,Onion,Local,FAQ,2305,2687,2480,190.76,08 Jan 2025
592,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1945,2348,2187,184.39,08 Jan 2025
593,Vellore,vellore_arakkonam,Onion,Local,FAQ,2233,2853,2550,224.38,08 Jan 2026
594,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2273,2721,2509,167.57,08 Jan 2026
595,Vellore,vellore_market,Onion,Local,FAQ,2385,3068,2673,147.21,08 Jan 2026
596,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2028,2551,2309,169.75,08 Jan 2026
597,Vellore,vellore_arakkonam,Onion,Local,FAQ,1600,2055,1823,152.71,08 Jul 2025
598,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1570,2055,1809,138.86,08 Jul 2025
599,Vellore,vellore_market,Onion,Local,FAQ,1716,2146,1988,134.4,08 Jul 2025
600,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1620,2097,1881,86.1,08 Jul 2025
601,Vellore,vellore_arakkonam,Onion,Local,FAQ,2340,2888,2546,72.27,08 Jul 2026
602,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1746,2096,1929,106.11,08 Jul 2026
603,Vellore,vellore_market,Onion,Local,FAQ,1567,1866,1710,144.86,08 Jul 2026
604,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1396,1782,1552,137.95,08 Jul 2026
605,Vellore,vellore_arakkonam,Onion,Local,FAQ,2115,2487,2323,133.32,08 Jun 2025
606,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2227,2710,2453,84.06,08 Jun 2025
607,Vellore,vellore_market,Onion,Local,FAQ,1739,2232,2001,138.47,08 Jun 2025
608,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2446,3028,2765,63.17,08 Jun 2025
609,Vellore,vellore_arakkonam,Onion,Local,FAQ,2329,2919,2616,121.19,08 Jun 2026
610,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2114,2596,2370,105.62,08 Jun 2026
611,Vellore,vellore_market,Onion,Local,FAQ,1997,2492,2269,141.06,08 Jun 2026
612,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1477,1798,1641,157.12,08 Jun 2026
613,Vellore,vellore_arakkonam,Onion,Local,FAQ,2413,2928,2644,167.08,08 Mar 2025
614,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2596,3333,2900,159.59,08 Mar 2025
615,Vellore,vellore_market,Onion,Local,FAQ,2336,2941,2591,182.95,08 Mar 2025
616,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2059,2559,2295,213.66,08 Mar 2025
617,Vellore,vellore_arakkonam,Onion,Local,FAQ,2279,2870,2533,224.13,08 Mar 2026
618,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2157,2717,2455,206.28,08 Mar 2026
619,Vellore,vellore_market,Onion,Local,FAQ,2024,2434,2212,273.76,08 Mar 2026
620,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2412,3112,2746,122.58,08 Mar 2026
621,Vellore,vellore_arakkonam,Onion,Local,FAQ,1958,2411,2136,190.84,08 May 2025
622,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2526,2958,2727,97.62,08 May 2025
623,Vellore,vellore_market,Onion,Local,FAQ,2107,2687,2410,146.74,08 May 2025
624,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2450,3092,2714,108.85,08 May 2025
625,Vellore,vellore_arakkonam,Onion,Local,FAQ,2024,2368,2202,222.2,08 May 2026
626,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1786,2225,2014,189.3,08 May 2026
627,Vellore,vellore_market,Onion,Local,FAQ,2568,3308,2886,111.78,08 May 2026
628,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2135,2650,2327,99.28,08 May 2026
629,Vellore,vellore_arakkonam,Onion,Local,FAQ,1542,1916,1730,231.17,08 Nov 2025
630,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1794,2331,2052,165.15,08 Nov 2025
631,Vellore,vellore_market,Onion,Local,FAQ,1488,1902,1695,201.22,08 Nov 2025
632,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1641,2045,1869,139.45,08 Nov 2025
633,Vellore,vellore_arakkonam,Onion,Local,FAQ,1859,2329,2126,139.13,08 Oct 2025
634,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1640,2026,1833,131.2,08 Oct 2025
635,Vellore,vellore_market,Onion,Local,FAQ,2119,2618,2353,86.89,08 Oct 2025
636,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1876,2175,2030,78.85,08 Oct 2025
637,Vellore,vellore_arakkonam,Onion,Local,FAQ,1663,2106,1848,108.85,08 Sep 2025
638,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1808,2119,1974,80.2,08 Sep 2025
639,Vellore,vellore_market,Onion,Local,FAQ,1839,2140,1991,92.61,08 Sep 2025
640,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1775,2081,1943,75.8,08 Sep 2025
641,Vellore,vellore_arakkonam,Onion,Local,FAQ,2457,3029,2682,214.49,09 Apr 2025
642,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2515,3067,2740,145.09,09 Apr 2025
643,Vellore,vellore_market,Onion,Local,FAQ,2421,2900,2686,160.84,09 Apr 2025
644,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2019,2500,2233,143.97,09 Apr 2025
645,Vellore,vellore_arakkonam,Onion,Local,FAQ,2644,3155,2859,139.56,09 Apr 2026
646,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2216,2663,2403,184.32,09 Apr 2026
647,Vellore,vellore_market,Onion,Local,FAQ,1866,2476,2156,251.81,09 Apr 2026
648,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1899,2420,2185,191.79,09 Apr 2026
649,Vellore,vellore_arakkonam,Onion,Local,FAQ,1685,2219,1935,124.38,09 Aug 2025
650,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1716,2084,1937,71.4,09 Aug 2025
651,Vellore,vellore_market,Onion,Local,FAQ,1560,1894,1708,116.44,09 Aug 2025
652,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1939,2304,2116,66.03,09 Aug 2025
653,Vellore,vellore_arakkonam,Onion,Local,FAQ,1644,1948,1778,145.5,09 Aug 2026
654,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1591,2012,1829,77.67,09 Aug 2026
655,Vellore,vellore_market,Onion,Local,FAQ,1760,2192,1947,121.34,09 Aug 2026
656,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1678,2135,1896,73.13,09 Aug 2026
657,Vellore,vellore_arakkonam,Onion,Local,FAQ,2360,2910,2587,172.26,09 Dec 2025
658,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2410,2996,2728,115.65,09 Dec 2025
659,Vellore,vellore_market,Onion,Local,FAQ,2063,2609,2332,182.84,09 Dec 2025
660,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1755,2192,1940,177.37,09 Dec 2025
661,Vellore,vellore_arakkonam,Onion,Local,FAQ,2272,2862,2576,208.11,09 Feb 2025
662,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2998,3607,3240,107.48,09 Feb 2025
663,Vellore,vellore_market,Onion,Local,FAQ,2361,3004,2712,254.02,09 Feb 2025
664,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2071,2642,2389,160.81,09 Feb 2025
665,Vellore,vellore_arakkonam,Onion,Local,FAQ,2733,3444,3037,161.51,09 Feb 2026
666,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2529,3227,2858,130.83,09 Feb 2026
667,Vellore,vellore_market,Onion,Local,FAQ,2640,3103,2856,144.6,09 Feb 2026
668,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2632,3146,2881,114.16,09 Feb 2026
669,Vellore,vellore_arakkonam,Onion,Local,FAQ,2220,2708,2389,254.96,09 Jan 2025
670,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2112,2771,2437,182.96,09 Jan 2025
671,Vellore,vellore_market,Onion,Local,FAQ,2261,2698,2460,178.23,09 Jan 2025
672,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1839,2313,2021,229.34,09 Jan 2025
673,Vellore,vellore_arakkonam,Onion,Local,FAQ,2455,3114,2792,199.46,09 Jan 2026
674,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2314,2932,2686,143.53,09 Jan 2026
675,Vellore,vellore_market,Onion,Local,FAQ,1988,2585,2278,220.52,09 Jan 2026
676,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2275,2813,2508,135.31,09 Jan 2026
677,Vellore,vellore_arakkonam,Onion,Local,FAQ,1619,2075,1838,136.59,09 Jul 2025
678,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2263,2730,2492,69.82,09 Jul 2025
679,Vellore,vellore_market,Onion,Local,FAQ,1982,2356,2169,105.46,09 Jul 2025
680,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1629,2072,1834,80.64,09 Jul 2025
681,Vellore,vellore_arakkonam,Onion,Local,FAQ,2100,2548,2368,83.98,09 Jul 2026
682,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1913,2340,2092,82.12,09 Jul 2026
683,Vellore,vellore_market,Onion,Local,FAQ,1646,2148,1881,115.13,09 Jul 2026
684,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2044,2499,2273,58.77,09 Jul 2026
685,Vellore,vellore_arakkonam,Onion,Local,FAQ,2313,2987,2610,101.38,09 Jun 2025
686,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2237,2758,2517,88.22,09 Jun 2025
687,Vellore,vellore_market,Onion,Local,FAQ,1656,2098,1834,160.23,09 Jun 2025
688,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1974,2574,2240,101.16,09 Jun 2025
689,Vellore,vellore_arakkonam,Onion,Local,FAQ,2163,2533,2345,157.38,09 Jun 2026
690,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2043,2437,2238,127.11,09 Jun 2026
691,Vellore,vellore_market,Onion,Local,FAQ,1997,2470,2148,153.72,09 Jun 2026
692,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2015,2523,2314,75.39,09 Jun 2026
693,Vellore,vellore_arakkonam,Onion,Local,FAQ,2379,2796,2606,159.34,09 Mar 2025
694,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2477,2972,2731,165.67,09 Mar 2025
695,Vellore,vellore_market,Onion,Local,FAQ,2337,2825,2574,188.39,09 Mar 2025
696,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1853,2348,2094,282.54,09 Mar 2025
697,Vellore,vellore_arakkonam,Onion,Local,FAQ,2468,3099,2767,194.44,09 Mar 2026
698,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2669,3281,2878,148.9,09 Mar 2026
699,Vellore,vellore_market,Onion,Local,FAQ,2072,2686,2363,257.83,09 Mar 2026
700,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2421,3051,2790,133.44,09 Mar 2026
701,Vellore,vellore_arakkonam,Onion,Local,FAQ,2190,2737,2409,134.72,09 May 2025
702,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2147,2579,2400,131.29,09 May 2025
703,Vellore,vellore_market,Onion,Local,FAQ,2256,2881,2570,125.57,09 May 2025
704,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2309,2930,2648,103.53,09 May 2025
705,Vellore,vellore_arakkonam,Onion,Local,FAQ,2371,2938,2660,139.52,09 May 2026
706,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2138,2745,2417,114.26,09 May 2026
707,Vellore,vellore_market,Onion,Local,FAQ,2620,3254,2932,100.44,09 May 2026
708,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2435,3116,2727,79.39,09 May 2026
709,Vellore,vellore_arakkonam,Onion,Local,FAQ,1744,2192,2026,166.26,09 Nov 2025
710,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1852,2352,2124,146.73,09 Nov 2025
711,Vellore,vellore_market,Onion,Local,FAQ,1828,2246,1976,147.86,09 Nov 2025
712,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1912,2375,2102,108.24,09 Nov 2025
713,Vellore,vellore_arakkonam,Onion,Local,FAQ,1648,2149,1898,172.71,09 Oct 2025
714,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2020,2531,2257,80.57,09 Oct 2025
715,Vellore,vellore_market,Onion,Local,FAQ,1468,1937,1687,177.91,09 Oct 2025
716,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1798,2166,1955,94.93,09 Oct 2025
717,Vellore,vellore_arakkonam,Onion,Local,FAQ,1600,1908,1732,126.12,09 Sep 2025
718,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1525,1890,1737,111.41,09 Sep 2025
719,Vellore,vellore_market,Onion,Local,FAQ,1241,1548,1430,201.7,09 Sep 2025
720,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1574,1983,1797,99.29,09 Sep 2025
721,Vellore,vellore_arakkonam,Onion,Local,FAQ,2643,3139,2903,171.16,10 Apr 2025
722,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2278,2855,2590,164.98,10 Apr 2025
723,Vellore,vellore_market,Onion,Local,FAQ,2387,3039,2669,146.32,10 Apr 2025
724,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2030,2399,2185,149.43,10 Apr 2025
725,Vellore,vellore_arakkonam,Onion,Local,FAQ,2109,2645,2437,189.43,10 Apr 2026
726,Vellore,vellore_gudiyatham,Onion,Local,FAQ,3171,3829,3428,79.13,10 Apr 2026
727,Vellore,vellore_market,Onion,Local,FAQ,2718,3192,2963,113.67,10 Apr 2026
728,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2354,2868,2611,124.88,10 Apr 2026
729,Vellore,vellore_arakkonam,Onion,Local,FAQ,1677,2124,1892,119.31,10 Aug 2025
730,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1342,1678,1481,131.19,10 Aug 2025
731,Vellore,vellore_market,Onion,Local,FAQ,1525,1915,1682,122.02,10 Aug 2025
732,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1806,2257,2080,70.09,10 Aug 2025
733,Vellore,vellore_arakkonam,Onion,Local,FAQ,1539,1906,1770,145.53,10 Aug 2026
734,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1610,1977,1762,85.02,10 Aug 2026
735,Vellore,vellore_market,Onion,Local,FAQ,2035,2402,2244,74.72,10 Aug 2026
736,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1445,1806,1645,95.94,10 Aug 2026
737,Vellore,vellore_arakkonam,Onion,Local,FAQ,2041,2641,2297,237.44,10 Dec 2025
738,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2086,2536,2340,161.76,10 Dec 2025
739,Vellore,vellore_market,Onion,Local,FAQ,2161,2696,2352,192.63,10 Dec 2025
740,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1753,2224,2014,161.5,10 Dec 2025
741,Vellore,vellore_arakkonam,Onion,Local,FAQ,2217,2939,2562,218.93,10 Feb 2025
742,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2459,3237,2823,143.18,10 Feb 2025
743,Vellore,vellore_market,Onion,Local,FAQ,3056,3654,3413,135.24,10 Feb 2025
744,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1967,2449,2211,212.9,10 Feb 2025
745,Vellore,vellore_arakkonam,Onion,Local,FAQ,2102,2687,2392,327.15,10 Feb 2026
746,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2151,2674,2388,223.12,10 Feb 2026
747,Vellore,vellore_market,Onion,Local,FAQ,2392,2952,2610,184.2,10 Feb 2026
748,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2138,2662,2372,192.36,10 Feb 2026
749,Vellore,vellore_arakkonam,Onion,Local,FAQ,2340,2813,2537,217.67,10 Jan 2025
750,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2411,2944,2676,148.79,10 Jan 2025
751,Vellore,vellore_market,Onion,Local,FAQ,2396,2915,2650,170.53,10 Jan 2025
752,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2057,2413,2236,192.35,10 Jan 2025
753,Vellore,vellore_arakkonam,Onion,Local,FAQ,2186,2719,2466,280.96,10 Jan 2026
754,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2122,2512,2323,205.98,10 Jan 2026
755,Vellore,vellore_market,Onion,Local,FAQ,2355,3031,2730,134.11,10 Jan 2026
756,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2738,3350,3099,93.03,10 Jan 2026
757,Vellore,vellore_arakkonam,Onion,Local,FAQ,1962,2394,2166,94.86,10 Jul 2025
758,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1920,2376,2138,103.64,10 Jul 2025
759,Vellore,vellore_market,Onion,Local,FAQ,1729,2063,1910,139.65,10 Jul 2025
760,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1592,1961,1712,106.27,10 Jul 2025
761,Vellore,vellore_arakkonam,Onion,Local,FAQ,1793,2295,2013,125.24,10 Jul 2026
762,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2261,2800,2540,49.68,10 Jul 2026
763,Vellore,vellore_market,Onion,Local,FAQ,1775,2213,1966,105.94,10 Jul 2026
764,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1687,2112,1855,97.1,10 Jul 2026
765,Vellore,vellore_arakkonam,Onion,Local,FAQ,2229,2824,2465,125.77,10 Jun 2025
766,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1901,2387,2108,128.36,10 Jun 2025
767,Vellore,vellore_market,Onion,Local,FAQ,1626,1994,1827,165.77,10 Jun 2025
768,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1964,2384,2166,114.1,10 Jun 2025
769,Vellore,vellore_arakkonam,Onion,Local,FAQ,2038,2496,2237,178.35,10 Jun 2026
770,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2218,2888,2545,95.51,10 Jun 2026
771,Vellore,vellore_market,Onion,Local,FAQ,2110,2675,2374,109.26,10 Jun 2026
772,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2011,2356,2199,81.31,10 Jun 2026
773,Vellore,vellore_arakkonam,Onion,Local,FAQ,2013,2619,2321,256.28,10 Mar 2025
774,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2400,2884,2680,166.81,10 Mar 2025
775,Vellore,vellore_market,Onion,Local,FAQ,2220,2615,2405,230.16,10 Mar 2025
776,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,3205,3960,3606,79.56,10 Mar 2025
777,Vellore,vellore_arakkonam,Onion,Local,FAQ,2829,3289,3044,162.46,10 Mar 2026
778,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2822,3487,3089,125.55,10 Mar 2026
779,Vellore,vellore_market,Onion,Local,FAQ,2167,2778,2490,257.23,10 Mar 2026
780,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2502,3136,2893,136.21,10 Mar 2026
781,Vellore,vellore_arakkonam,Onion,Local,FAQ,1841,2343,2089,180.78,10 May 2025
782,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2235,2781,2503,115.52,10 May 2025
783,Vellore,vellore_market,Onion,Local,FAQ,2591,3091,2866,103.73,10 May 2025
784,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2724,3470,3079,67.39,10 May 2025
785,Vellore,vellore_arakkonam,Onion,Local,FAQ,2324,2927,2571,160.9,10 May 2026
786,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1980,2411,2207,139.91,10 May 2026
787,Vellore,vellore_market,Onion,Local,FAQ,2487,3075,2684,116.31,10 May 2026
788,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2401,2900,2677,98.3,10 May 2026
789,Vellore,vellore_arakkonam,Onion,Local,FAQ,1926,2327,2101,166.14,10 Nov 2025
790,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1942,2547,2253,126.58,10 Nov 2025
791,Vellore,vellore_market,Onion,Local,FAQ,1645,2054,1869,148.64,10 Nov 2025
792,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1692,2126,1926,137.11,10 Nov 2025
793,Vellore,vellore_arakkonam,Onion,Local,FAQ,1719,2034,1880,190.66,10 Oct 2025
794,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1725,2110,1943,109.82,10 Oct 2025
795,Vellore,vellore_market,Onion,Local,FAQ,1740,2098,1917,140.27,10 Oct 2025
796,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1539,1817,1663,142.15,10 Oct 2025
797,Vellore,vellore_arakkonam,Onion,Local,FAQ,1376,1781,1567,189.99,10 Sep 2025
798,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1944,2435,2150,71.66,10 Sep 2025
799,Vellore,vellore_market,Onion,Local,FAQ,1761,2291,2018,88.0,10 Sep 2025
800,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1610,2057,1862,86.42,10 Sep 2025
801,Vellore,vellore_arakkonam,Onion,Local,FAQ,2603,3095,2849,189.66,11 Apr 2025
802,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2710,3451,3019,117.46,11 Apr 2025
803,Vellore,vellore_market,Onion,Local,FAQ,2075,2648,2354,182.4,11 Apr 2025
804,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1893,2353,2186,159.92,11 Apr 2025
805,Vellore,vellore_arakkonam,Onion,Local,FAQ,2094,2753,2430,192.89,11 Apr 2026
806,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2007,2412,2251,223.35,11 Apr 2026
807,Vellore,vellore_market,Onion,Local,FAQ,2130,2720,2455,197.58,11 Apr 2026
808,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2597,3167,2857,117.15,11 Apr 2026
809,Vellore,vellore_arakkonam,Onion,Local,FAQ,2007,2530,2248,83.71,11 Aug 2025
810,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1501,1739,1620,114.36,11 Aug 2025
811,Vellore,vellore_market,Onion,Local,FAQ,1651,2030,1893,102.17,11 Aug 2025
812,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1858,2381,2121,58.26,11 Aug 2025
813,Vellore,vellore_arakkonam,Onion,Local,FAQ,1960,2395,2178,271.74,11 Dec 2025
814,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2540,3054,2780,106.16,11 Dec 2025
815,Vellore,vellore_market,Onion,Local,FAQ,2064,2413,2249,214.89,11 Dec 2025
816,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2198,2734,2495,99.85,11 Dec 2025
817,Vellore,vellore_arakkonam,Onion,Local,FAQ,2109,2558,2359,266.91,11 Feb 2025
818,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2178,2821,2476,202.22,11 Feb 2025
819,Vellore,vellore_market,Onion,Local,FAQ,2573,3013,2769,223.22,11 Feb 2025
820,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2215,2712,2526,164.51,11 Feb 2025
821,Vellore,vellore_arakkonam,Onion,Local,FAQ,2521,3290,2881,205.03,11 Feb 2026
822,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2158,2613,2355,242.94,11 Feb 2026
823,Vellore,vellore_market,Onion,Local,FAQ,2321,3073,2690,182.83,11 Feb 2026
824,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2569,3325,2933,129.96,11 Feb 2026
825,Vellore,vellore_arakkonam,Onion,Local,FAQ,2368,2953,2690,170.01,11 Jan 2025
826,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2264,2769,2528,181.53,11 Jan 2025
827,Vellore,vellore_market,Onion,Local,FAQ,2153,2585,2351,219.17,11 Jan 2025
828,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2598,3064,2803,113.05,11 Jan 2025
829,Vellore,vellore_arakkonam,Onion,Local,FAQ,2567,3109,2801,209.7,11 Jan 2026
830,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2122,2668,2400,195.92,11 Jan 2026
831,Vellore,vellore_market,Onion,Local,FAQ,2045,2526,2331,217.76,11 Jan 2026
832,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2043,2694,2365,176.51,11 Jan 2026
833,Vellore,vellore_arakkonam,Onion,Local,FAQ,1628,2109,1885,137.37,11 Jul 2025
834,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1891,2302,2040,120.43,11 Jul 2025
835,Vellore,vellore_market,Onion,Local,FAQ,1571,1912,1762,164.5,11 Jul 2025
836,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1689,2071,1846,86.66,11 Jul 2025
837,Vellore,vellore_arakkonam,Onion,Local,FAQ,1779,2235,2007,118.31,11 Jul 2026
838,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1462,1932,1683,128.7,11 Jul 2026
839,Vellore,vellore_market,Onion,Local,FAQ,1543,1804,1674,172.39,11 Jul 2026
840,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1947,2598,2260,67.92,11 Jul 2026
841,Vellore,vellore_arakkonam,Onion,Local,FAQ,2154,2721,2491,122.21,11 Jun 2025
842,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2015,2393,2183,114.08,11 Jun 2025
843,Vellore,vellore_market,Onion,Local,FAQ,1860,2265,2046,125.03,11 Jun 2025
844,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2062,2699,2383,98.96,11 Jun 2025
845,Vellore,vellore_arakkonam,Onion,Local,FAQ,1973,2410,2251,171.74,11 Jun 2026
