Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Arrivals (Tonnes),Price Date
573,Vellore,vellore_arakkonam,Tomato,Local,FAQ,996,1246,1128,99.12,08 Aug 2026
574,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1292,1633,1434,68.57,08 Aug 2026
575,Vellore,vellore_market,Tomato,Local,FAQ,1273,1505,1388,57.1,08 Aug 2026
576,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1686,2034,1865,61.83,08 Aug 2026
577,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1420,1821,1600,184.05,08 Dec 2025
578,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1762,2193,1913,125.05,08 Dec 2025
579,Vellore,vellore_market,Tomato,Local,FAQ,1623,1957,1780,124.86,08 Dec 2025
580,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1319,1621,1445,238.94,08 Dec 2025
581,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1634,2092,1896,198.65,08 Feb 2025
582,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1838,2320,2107,172.06,08 Feb 2025
583,Vellore,vellore_market,Tomato,Local,FAQ,2230,2825,2470,116.1,08 Feb 2025
584,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1622,2077,1841,193.44,08 Feb 2025
585,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2083,2518,2279,135.92,08 Feb 2026
586,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2156,2656,2449,127.65,08 Feb 2026
587,Vellore,vellore_market,Tomato,Local,FAQ,2410,3008,2734,101.82,08 Feb 2026
588,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1931,2452,2151,167.35,08 Feb 2026
589,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1963,2304,2145,129.6,08 Jan 2025
590,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1568,1954,1721,183.63,08 Jan 2025
591,Vellore,vellore_market,Tomato,Local,FAQ,1871,2341,2124,118.36,08 Jan 2025
592,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1839,2261,2038,160.56,08 Jan 2025
593,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2014,2591,2296,132.6,08 Jan 2026
594,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1607,1992,1790,201.97,08 Jan 2026
595,Vellore,vellore_market,Tomato,Local,FAQ,2008,2488,2314,105.22,08 Jan 2026
596,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1869,2174,2011,138.48,08 Jan 2026
597,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1324,1587,1469,84.6,08 Jul 2025
598,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1645,1990,1796,72.54,08 Jul 2025
599,Vellore,vellore_market,Tomato,Local,FAQ,1386,1683,1519,66.97,08 Jul 2025
600,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1371,1599,1480,95.04,08 Jul 2025
601,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1445,1772,1579,90.21,08 Jul 2026
602,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1398,1751,1555,86.43,08 Jul 2026
603,Vellore,vellore_market,Tomato,Local,FAQ,1392,1781,1603,59.24,08 Jul 2026
604,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1980,2455,2154,90.14,08 Jul 2026
605,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1563,2034,1782,112.02,08 Jun 2025
606,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1315,1640,1502,130.22,08 Jun 2025
607,Vellore,vellore_market,Tomato,Local,FAQ,1819,2272,2091,57.63,08 Jun 2025
608,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2010,2450,2199,65.42,08 Jun 2025
609,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1782,2252,1993,78.62,08 Jun 2026
610,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1345,1680,1560,112.62,08 Jun 2026
611,Vellore,vellore_market,Tomato,Local,FAQ,1823,2249,2009,60.93,08 Jun 2026
612,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2074,2443,2282,125.49,08 Jun 2026
613,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2194,2657,2442,145.82,08 Mar 2025
614,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2284,2870,2541,132.92,08 Mar 2025
615,Vellore,vellore_market,Tomato,Local,FAQ,2292,2681,2491,100.5,08 Mar 2025
616,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1726,2213,1926,217.63,08 Mar 2025
617,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2182,2549,2357,151.43,08 Mar 2026
618,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2640,3353,2972,114.47,08 Mar 2026
619,Vellore,vellore_market,Tomato,Local,FAQ,1864,2283,2120,146.66,08 Mar 2026
620,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2087,2742,2406,140.73,08 Mar 2026
621,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1854,2272,2031,109.82,08 May 2025
622,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1878,2334,2057,115.79,08 May 2025
623,Vellore,vellore_market,Tomato,Local,FAQ,1696,2131,1969,94.04,08 May 2025
624,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1869,2295,2105,110.26,08 May 2025
625,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1810,2348,2051,112.14,08 May 2026
626,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2258,2783,2539,82.16,08 May 2026
627,Vellore,vellore_market,Tomato,Local,FAQ,2690,3366,2929,46.03,08 May 2026
628,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1652,2043,1836,118.75,08 May 2026
629,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1307,1590,1432,143.92,08 Nov 2025
630,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1385,1654,1502,124.29,08 Nov 2025
631,Vellore,vellore_market,Tomato,Local,FAQ,1436,1780,1585,105.34,08 Nov 2025
632,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1458,1802,1637,104.95,08 Nov 2025
633,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1077,1360,1226,116.18,08 Oct 2025
634,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1248,1501,1385,95.31,08 Oct 2025
635,Vellore,vellore_market,Tomato,Local,FAQ,1520,1922,1704,60.45,08 Oct 2025
636,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1145,1386,1249,120.84,08 Oct 2025
637,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1065,1284,1193,94.33,08 Sep 2025
638,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1179,1448,1322,84.93,08 Sep 2025
639,Vellore,vellore_market,Tomato,Local,FAQ,1135,1320,1221,83.02,08 Sep 2025
640,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,967,1240,1096,139.6,08 Sep 2025
641,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1978,2603,2271,122.49,09 Apr 2025
642,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1989,2368,2195,122.5,09 Apr 2025
643,Vellore,vellore_market,Tomato,Local,FAQ,2369,2916,2662,80.48,09 Apr 2025
644,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1839,2316,2077,147.37,09 Apr 2025
645,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2229,2703,2488,96.18,09 Apr 2026
646,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2452,2928,2716,91.11,09 Apr 2026
647,Vellore,vellore_market,Tomato,Local,FAQ,1977,2466,2165,95.35,09 Apr 2026
648,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2541,3228,2843,95.93,09 Apr 2026
649,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1247,1582,1436,76.87,09 Aug 2025
650,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1241,1579,1394,69.74,09 Aug 2025
651,Vellore,vellore_market,Tomato,Local,FAQ,1172,1489,1322,69.66,09 Aug 2025
652,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1476,1804,1668,61.98,09 Aug 2025
653,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1019,1266,1158,95.56,09 Aug 2026
654,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1219,1470,1312,81.77,09 Aug 2026
655,Vellore,vellore_market,Tomato,Local,FAQ,1337,1662,1469,55.9,09 Aug 2026
656,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1666,2025,1865,70.16,09 Aug 2026
657,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1436,1689,1576,188.2,09 Dec 2025
658,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1942,2529,2239,88.11,09 Dec 2025
659,Vellore,vellore_market,Tomato,Local,FAQ,1258,1485,1371,190.09,09 Dec 2025
660,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1407,1874,1635,184.33,09 Dec 2025
661,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1373,1745,1592,274.95,09 Feb 2025
662,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1872,2259,2028,191.93,09 Feb 2025
663,Vellore,vellore_market,Tomato,Local,FAQ,2320,2987,2698,95.66,09 Feb 2025
664,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1748,2204,2011,167.45,09 Feb 2025
665,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2304,2882,2669,104.25,09 Feb 2026
666,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2420,2968,2703,103.93,09 Feb 2026
667,Vellore,vellore_market,Tomato,Local,FAQ,2179,2740,2446,116.1,09 Feb 2026
668,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2074,2470,2252,164.54,09 Feb 2026
669,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1813,2294,2026,148.49,09 Jan 2025
670,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2248,2832,2519,98.38,09 Jan 2025
671,Vellore,vellore_market,Tomato,Local,FAQ,1652,2021,1777,170.66,09 Jan 2025
672,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1490,1830,1695,213.95,09 Jan 2025
673,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1996,2534,2242,136.5,09 Jan 2026
674,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1863,2262,2093,153.13,09 Jan 2026
675,Vellore,vellore_market,Tomato,Local,FAQ,1812,2266,1981,127.58,09 Jan 2026
676,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1489,1917,1707,194.57,09 Jan 2026
677,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1549,1918,1700,65.08,09 Jul 2025
678,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1326,1670,1512,87.25,09 Jul 2025
679,Vellore,vellore_market,Tomato,Local,FAQ,1017,1290,1166,101.86,09 Jul 2025
680,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1340,1606,1442,107.29,09 Jul 2025
681,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1467,1900,1691,77.98,09 Jul 2026
682,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1432,1887,1654,82.31,09 Jul 2026
683,Vellore,vellore_market,Tomato,Local,FAQ,1491,1808,1672,54.58,09 Jul 2026
684,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1909,2331,2142,77.16,09 Jul 2026
685,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1553,1914,1754,119.7,09 Jun 2025
686,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1597,1859,1733,98.0,09 Jun 2025
687,Vellore,vellore_market,Tomato,Local,FAQ,2086,2583,2264,53.87,09 Jun 2025
688,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1686,1958,1828,78.32,09 Jun 2025
689,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1891,2315,2054,72.6,09 Jun 2026
690,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1658,2030,1805,85.43,09 Jun 2026
691,Vellore,vellore_market,Tomato,Local,FAQ,1818,2275,2107,56.91,09 Jun 2026
692,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2068,2589,2344,86.5,09 Jun 2026
693,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1959,2288,2113,189.72,09 Mar 2025
694,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2060,2646,2354,151.58,09 Mar 2025
695,Vellore,vellore_market,Tomato,Local,FAQ,1710,2252,1960,162.68,09 Mar 2025
696,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2414,3008,2774,105.1,09 Mar 2025
697,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1619,1951,1807,236.12,09 Mar 2026
698,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2445,3035,2709,131.49,09 Mar 2026
699,Vellore,vellore_market,Tomato,Local,FAQ,2535,2959,2736,83.57,09 Mar 2026
700,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2232,2763,2576,123.19,09 Mar 2026
701,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1965,2516,2219,94.75,09 May 2025
702,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2071,2597,2308,97.92,09 May 2025
703,Vellore,vellore_market,Tomato,Local,FAQ,2368,2880,2606,56.73,09 May 2025
704,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1499,1832,1701,161.06,09 May 2025
705,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2070,2522,2316,86.6,09 May 2026
706,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1776,2151,1933,131.7,09 May 2026
707,Vellore,vellore_market,Tomato,Local,FAQ,1707,2117,1924,113.59,09 May 2026
708,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1581,1966,1808,124.8,09 May 2026
709,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1450,1791,1581,118.63,09 Nov 2025
710,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1602,1943,1813,94.95,09 Nov 2025
711,Vellore,vellore_market,Tomato,Local,FAQ,1579,1964,1784,82.66,09 Nov 2025
712,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1177,1487,1348,146.44,09 Nov 2025
713,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1188,1469,1336,110.57,09 Oct 2025
714,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1036,1299,1138,137.8,09 Oct 2025
715,Vellore,vellore_market,Tomato,Local,FAQ,1082,1347,1244,106.87,09 Oct 2025
716,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1143,1339,1234,127.99,09 Oct 2025
717,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1156,1449,1297,77.48,09 Sep 2025
718,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1758,2273,2017,43.71,09 Sep 2025
719,Vellore,vellore_market,Tomato,Local,FAQ,1370,1678,1519,54.32,09 Sep 2025
720,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1320,1628,1436,87.68,09 Sep 2025
721,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2172,2608,2409,113.5,10 Apr 2025
722,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2024,2564,2229,124.01,10 Apr 2025
723,Vellore,vellore_market,Tomato,Local,FAQ,1751,2327,2034,132.95,10 Apr 2025
724,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1599,2103,1837,186.84,10 Apr 2025
725,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2106,2662,2420,106.15,10 Apr 2026
726,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2307,2858,2526,106.16,10 Apr 2026
727,Vellore,vellore_market,Tomato,Local,FAQ,2279,2864,2588,70.43,10 Apr 2026
728,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1911,2485,2200,150.64,10 Apr 2026
729,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1125,1440,1282,91.38,10 Aug 2025
730,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1350,1558,1453,67.83,10 Aug 2025
731,Vellore,vellore_market,Tomato,Local,FAQ,1226,1500,1339,66.97,10 Aug 2025
732,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1388,1683,1572,64.78,10 Aug 2025
733,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1194,1544,1380,69.52,10 Aug 2026
734,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1159,1398,1304,78.0,10 Aug 2026
735,Vellore,vellore_market,Tomato,Local,FAQ,946,1193,1093,101.66,10 Aug 2026
736,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1623,2077,1862,90.3,10 Aug 2026
737,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1687,2131,1892,122.93,10 Dec 2025
738,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1998,2567,2300,84.25,10 Dec 2025
739,Vellore,vellore_market,Tomato,Local,FAQ,1543,1953,1698,136.88,10 Dec 2025
740,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1795,2209,2018,128.47,10 Dec 2025
741,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1918,2255,2085,166.84,10 Feb 2025
742,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2047,2443,2222,157.65,10 Feb 2025
743,Vellore,vellore_market,Tomato,Local,FAQ,1817,2191,2037,151.67,10 Feb 2025
744,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1645,2004,1806,203.78,10 Feb 2025
745,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1602,2022,1820,204.57,10 Feb 2026
746,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2267,2696,2495,125.65,10 Feb 2026
747,Vellore,vellore_market,Tomato,Local,FAQ,2074,2633,2408,118.59,10 Feb 2026
748,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2437,2968,2673,119.99,10 Feb 2026
749,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1891,2233,2058,146.56,10 Jan 2025
750,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2465,2879,2686,93.33,10 Jan 2025
751,Vellore,vellore_market,Tomato,Local,FAQ,2728,3506,3064,74.43,10 Jan 2025
752,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1666,2059,1808,184.07,10 Jan 2025
753,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1929,2335,2092,154.45,10 Jan 2026
754,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1808,2194,1996,151.24,10 Jan 2026
755,Vellore,vellore_market,Tomato,Local,FAQ,1967,2429,2251,105.32,10 Jan 2026
756,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2082,2617,2405,104.42,10 Jan 2026
757,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1237,1475,1331,101.48,10 Jul 2025
758,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1322,1613,1460,91.75,10 Jul 2025
759,Vellore,vellore_market,Tomato,Local,FAQ,1674,2118,1918,40.35,10 Jul 2025
760,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1402,1776,1610,85.25,10 Jul 2025
761,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1770,2085,1917,65.13,10 Jul 2026
762,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1311,1623,1420,108.68,10 Jul 2026
763,Vellore,vellore_market,Tomato,Local,FAQ,1486,1836,1613,56.15,10 Jul 2026
764,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1873,2338,2126,83.08,10 Jul 2026
765,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1775,2322,2042,79.84,10 Jun 2025
766,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1680,2138,1924,82.95,10 Jun 2025
767,Vellore,vellore_market,Tomato,Local,FAQ,1681,2206,1945,71.41,10 Jun 2025
768,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1518,1920,1755,84.57,10 Jun 2025
769,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1405,1727,1572,111.64,10 Jun 2026
770,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1508,1863,1631,100.73,10 Jun 2026
771,Vellore,vellore_market,Tomato,Local,FAQ,1555,1834,1689,84.91,10 Jun 2026
772,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2219,2686,2401,144.57,10 Jun 2026
773,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1684,2108,1945,200.0,10 Mar 2025
774,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2308,2815,2547,134.75,10 Mar 2025
775,Vellore,vellore_market,Tomato,Local,FAQ,2152,2689,2399,108.73,10 Mar 2025
776,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1945,2387,2198,163.49,10 Mar 2025
777,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1926,2341,2168,167.39,10 Mar 2026
778,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2134,2581,2390,150.0,10 Mar 2026
779,Vellore,vellore_market,Tomato,Local,FAQ,2366,3032,2669,89.95,10 Mar 2026
780,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1848,2323,2146,165.21,10 Mar 2026
781,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2163,2639,2348,90.33,10 May 2025
782,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1913,2385,2216,104.71,10 May 2025
783,Vellore,vellore_market,Tomato,Local,FAQ,2086,2617,2287,69.5,10 May 2025
784,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2334,2982,2594,74.46,10 May 2025
785,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1562,1971,1779,133.48,10 May 2026
786,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2154,2574,2356,82.76,10 May 2026
787,Vellore,vellore_market,Tomato,Local,FAQ,2623,3283,2906,54.64,10 May 2026
788,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1840,2216,1990,107.71,10 May 2026
789,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1301,1519,1415,153.05,10 Nov 2025
790,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1479,1853,1644,119.69,10 Nov 2025
791,Vellore,vellore_market,Tomato,Local,FAQ,1452,1781,1649,95.25,10 Nov 2025
792,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1180,1490,1322,150.55,10 Nov 2025
793,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1361,1730,1534,90.77,10 Oct 2025
794,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1347,1691,1550,76.64,10 Oct 2025
795,Vellore,vellore_market,Tomato,Local,FAQ,1389,1762,1605,70.95,10 Oct 2025
796,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1179,1461,1363,107.05,10 Oct 2025
797,Vellore,vellore_arakkonam,Tomato,Local,FAQ,971,1259,1096,103.86,10 Sep 2025
798,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1116,1397,1294,96.32,10 Sep 2025
799,Vellore,vellore_market,Tomato,Local,FAQ,1246,1528,1400,63.23,10 Sep 2025
800,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1226,1558,1401,90.33,10 Sep 2025
801,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1811,2278,2024,157.21,11 Apr 2025
802,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2402,2944,2629,96.02,11 Apr 2025
803,Vellore,vellore_market,Tomato,Local,FAQ,1973,2374,2193,122.21,11 Apr 2025
804,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2101,2561,2340,113.35,11 Apr 2025
805,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2001,2513,2287,125.45,11 Apr 2026
806,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1953,2532,2214,150.02,11 Apr 2026
807,Vellore,vellore_market,Tomato,Local,FAQ,2202,2743,2531,77.0,11 Apr 2026
808,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1650,2072,1853,209.4,11 Apr 2026
809,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1172,1463,1336,76.57,11 Aug 2025
810,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1292,1604,1428,69.58,11 Aug 2025
811,Vellore,vellore_market,Tomato,Local,FAQ,1513,1874,1681,46.33,11 Aug 2025
812,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1439,1809,1581,64.84,11 Aug 2025
813,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1481,1842,1656,161.18,11 Dec 2025
814,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1594,1960,1751,137.96,11 Dec 2025
815,Vellore,vellore_market,Tomato,Local,FAQ,2487,3019,2695,62.47,11 Dec 2025
816,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1640,1980,1815,152.72,11 Dec 2025
817,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1713,2088,1928,198.31,11 Feb 2025
818,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2433,3043,2656,117.42,11 Feb 2025
819,Vellore,vellore_market,Tomato,Local,FAQ,2315,2930,2674,93.67,11 Feb 2025
820,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1945,2345,2158,151.2,11 Feb 2025
821,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2229,2666,2469,122.85,11 Feb 2026
822,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2353,2999,2675,110.67,11 Feb 2026
823,Vellore,vellore_market,Tomato,Local,FAQ,2310,2776,2510,107.39,11 Feb 2026
824,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2688,3327,2898,103.68,11 Feb 2026
825,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1705,2231,1967,164.56,11 Jan 2025
826,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1856,2294,2122,139.91,11 Jan 2025
827,Vellore,vellore_market,Tomato,Local,FAQ,2055,2631,2306,128.94,11 Jan 2025
828,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1769,2085,1939,160.6,11 Jan 2025
829,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1911,2430,2140,133.15,11 Jan 2026
830,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1390,1758,1612,244.67,11 Jan 2026
831,Vellore,vellore_market,Tomato,Local,FAQ,1604,2086,1861,146.93,11 Jan 2026
832,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1685,2045,1827,182.42,11 Jan 2026
833,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1309,1552,1451,84.49,11 Jul 2025
834,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1218,1520,1355,99.93,11 Jul 2025
835,Vellore,vellore_market,Tomato,Local,FAQ,1266,1653,1454,64.33,11 Jul 2025
836,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1408,1651,1529,85.0,11 Jul 2025
837,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1752,2243,1955,63.13,11 Jul 2026
838,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1354,1715,1513,94.84,11 Jul 2026
839,Vellore,vellore_market,Tomato,Local,FAQ,1526,1933,1693,50.65,11 Jul 2026
840,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1943,2423,2109,83.62,11 Jul 2026
841,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1485,1860,1660,115.07,11 Jun 2025
