Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
06/08/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Pumpkin
09/07/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
11/08/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Pumpkin
28/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Bhindi
08/08/2026,Bitter gourd,81,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6600,6600,6600.0,Tamil Nadu,Bitter Gourd
07/08/2026,Bitter gourd,81,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Bitter Gourd
10/08/2026,Bitter gourd,81,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Bitter Gourd
19/07/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Pumpkin
17/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Bhindi
16/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Neelam
31/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Neelam
28/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3800,3800,3800.0,Tamil Nadu,Bellary
06/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Safeda
12/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Safeda
11/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Safeda
20/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Safeda
14/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Bellary
15/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Bellary
18/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3800,3800,3800.0,Tamil Nadu,Bellary
04/07/2026,Banana,19,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,3000,3500.0,Tamil Nadu,Besrai
19/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3800,3800,3800.0,Tamil Nadu,Bellary
23/07/2026,Banana,19,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Besrai
26/07/2026,Banana,19,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Besrai
04/07/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1500,1500,1500.0,Tamil Nadu,Pumpkin
02/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3000,3000,3000.0,Tamil Nadu,Bhindi
15/08/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Big (With Shell)
12/08/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Big (With Shell)
08/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,9000,9000.0,Tamil Nadu,Big (With Shell)
18/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Big (With Shell)
20/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,9000,9000.0,Tamil Nadu,Big (With Shell)
22/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,9000,9000.0,Tamil Nadu,Big (With Shell)
23/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,9000,9000.0,Tamil Nadu,Big (With Shell)
25/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Big (With Shell)
28/07/2026,Groundnut,10,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Big (With Shell)
02/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
01/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
03/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1800,1800,1800.0,Tamil Nadu,Gouard
20/07/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Cluster Beans
24/07/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cluster Beans
15/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
16/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
17/08/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Gouard
27/07/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cluster Beans
31/07/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cluster Beans
29/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,I Sort
28/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,I Sort
09/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3000,3000,3000.0,Tamil Nadu,I Sort
07/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,I Sort
10/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,I Sort
11/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,I Sort
12/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,I Sort
13/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,I Sort
15/08/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,I Sort
17/07/2026,Pineapple,21,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Pine Apple
07/07/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
11/07/2026,Ashgourd,83,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Gouard
04/07/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Cluster Beans
02/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,I Sort
03/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,I Sort
06/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,I Sort
07/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,I Sort
14/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,I Sort
18/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,I Sort
21/07/2026,Coriander(Leaves),43,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,I Sort
13/08/2026,Green Peas,50,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),12000,12000,12000.0,Tamil Nadu,Green Peas
18/08/2026,Green Peas,50,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),13000,13000,13000.0,Tamil Nadu,Green Peas
08/08/2026,Green Peas,50,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),12000,12000,12000.0,Tamil Nadu,Green Peas
31/07/2026,Banana - Green,90,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Banana - Green
08/08/2026,Banana - Green,90,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Banana - Green
15/08/2026,Banana - Green,90,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Banana - Green
19/07/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,1800,1900.0,Tamil Nadu,Deshi
26/07/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1500,1500,1500.0,Tamil Nadu,Deshi
24/07/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1500,1500,1500.0,Tamil Nadu,Deshi
23/07/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1500,1500,1500.0,Tamil Nadu,Deshi
28/07/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1800,1800,1800.0,Tamil Nadu,Deshi
01/08/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1600,1400,1500.0,Tamil Nadu,Deshi
03/08/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1600,1600,1600.0,Tamil Nadu,Deshi
07/08/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),1400,1400,1400.0,Tamil Nadu,Deshi
11/08/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Deshi
16/08/2026,Tomato,78,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2400,2400,2400.0,Tamil Nadu,Deshi
09/07/2026,Banana - Green,90,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Banana - Green
09/08/2026,Raddish,161,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3000,3000,3000.0,Tamil Nadu,Raddish
10/08/2026,Raddish,161,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Raddish
12/08/2026,Coconut,138,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Coconut
13/08/2026,Coconut,138,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Coconut
14/08/2026,Coconut,138,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Coconut
12/08/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
12/08/2026,Cluster beans,80,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cluster Beans
05/08/2026,Bitter gourd,81,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Other
21/07/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
16/08/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Pumpkin
18/08/2026,Pumpkin,84,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Pumpkin
22/07/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
23/07/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
14/08/2026,Cowpea(Veg),89,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Cowpea (Veg)
11/08/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4600,4600,4600.0,Tamil Nadu,Green Chilly
16/08/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4600,4600,4600.0,Tamil Nadu,Green Chilly
19/08/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Green Chilly
03/08/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Green Chilly
24/07/2026,Cowpea(Veg),89,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Cowpea (Veg)
01/08/2026,Cowpea(Veg),89,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Cowpea (Veg)
09/08/2026,Cowpea(Veg),89,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cowpea (Veg)
22/07/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Mint(Pudina)
27/07/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Mint(Pudina)
28/07/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,7000,8000.0,Tamil Nadu,Mint(Pudina)
03/08/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Mint(Pudina)
04/08/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Mint(Pudina)
03/07/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Mint(Pudina)
08/07/2026,Mint(Pudina),360,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9000,9000,9000.0,Tamil Nadu,Mint(Pudina)
31/07/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
03/08/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
08/08/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
10/08/2026,Bottle gourd,82,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
23/07/2026,Bitter gourd,81,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Other
08/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9500,9500,9500.0,Tamil Nadu,Green Ginger
09/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),9500,9500,9500.0,Tamil Nadu,Green Ginger
13/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8500,8500,8500.0,Tamil Nadu,Green Ginger
17/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Green Ginger
06/07/2026,Ridgeguard(Tori),160,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,3000,3500.0,Tamil Nadu,Ridgeguard(Tori)
09/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),22000,22000,22000.0,Tamil Nadu,Green Ginger
11/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),22000,22000,22000.0,Tamil Nadu,Green Ginger
21/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),15500,15500,15500.0,Tamil Nadu,Green Ginger
24/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),16000,16000,16000.0,Tamil Nadu,Green Ginger
01/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),18000,18000,18000.0,Tamil Nadu,Green Ginger
02/08/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),18000,18000,18000.0,Tamil Nadu,Green Ginger
01/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),21000,21000,21000.0,Tamil Nadu,Green Ginger
02/07/2026,Ginger(Green),103,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),22000,22000,22000.0,Tamil Nadu,Green Ginger
11/07/2026,Pear(Marasebu),330,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),12000,12000,12000.0,Tamil Nadu,Pears
18/07/2026,Pear(Marasebu),330,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),16000,16000,16000.0,Tamil Nadu,Pears
17/07/2026,Pear(Marasebu),330,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),16000,16000,16000.0,Tamil Nadu,Pears
14/07/2026,Grapes,22,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),10000,10000,10000.0,Tamil Nadu,Annabesahai
13/07/2026,Grapes,22,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),10000,10000,10000.0,Tamil Nadu,Annabesahai
31/07/2026,Grapes,22,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),10000,10000,10000.0,Tamil Nadu,Annabesahai
06/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
07/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
09/08/2026,Water Melon,73,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Water Melon
11/08/2026,Water Melon,73,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Water Melon
13/08/2026,Water Melon,73,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2500,2500,2500.0,Tamil Nadu,Water Melon
30/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4600,4000,4300.0,Tamil Nadu,Green Chilly
01/08/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Green Chilly
16/07/2026,Cowpea(Veg),89,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Cowpea (Veg)
16/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Green Chilly
19/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4600,3600,4100.0,Tamil Nadu,Green Chilly
21/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
23/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
25/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
27/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
28/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Papaya
30/07/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3800,3800,3800.0,Tamil Nadu,Papaya
09/08/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Papaya
11/08/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Papaya
12/08/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Papaya
13/08/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Papaya
15/08/2026,Papaya,72,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Papaya
05/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Green Chilly
04/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Green Chilly
06/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3500,3500,3500.0,Tamil Nadu,Green Chilly
07/07/2026,Green Chilli,87,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4000,4000,4000.0,Tamil Nadu,Green Chilly
03/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2200,2200,2200.0,Tamil Nadu,Other
06/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2600,2000,2300.0,Tamil Nadu,Other
09/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Other
02/08/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Neelam
11/08/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Neelam
12/08/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,5000,5500.0,Tamil Nadu,Neelam
16/08/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Neelam
18/08/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Neelam
02/07/2026,Mango,20,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Other
11/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Other
10/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2000,2000,2000.0,Tamil Nadu,Other
18/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2200,2200,2200.0,Tamil Nadu,Other
16/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2200,2200,2200.0,Tamil Nadu,Other
21/07/2026,Potato,24,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),2200,2200,2200.0,Tamil Nadu,Other
05/07/2026,Green Avare(W),165,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Other
12/07/2026,Green Avare(W),165,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Other
13/07/2026,Green Avare(W),165,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),7000,7000,7000.0,Tamil Nadu,Other
15/07/2026,Green Avare(W),165,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6500,6500,6500.0,Tamil Nadu,Other
17/07/2026,Green Avare(W),165,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Other
04/08/2026,Cucumbar(Kheera),159,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),4500,4500,4500.0,Tamil Nadu,Cucumbar
13/08/2026,Cucumbar(Kheera),159,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Cucumbar
31/07/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Capsicum
06/08/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Capsicum
15/08/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Capsicum
24/07/2026,Cucumbar(Kheera),159,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,5000,5000.0,Tamil Nadu,Cucumbar
30/07/2026,Cucumbar(Kheera),159,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),6000,6000,6000.0,Tamil Nadu,Cucumbar
05/07/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5600,5600,5600.0,Tamil Nadu,Capsicum
07/07/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5500,5500,5500.0,Tamil Nadu,Capsicum
08/07/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5600,5600,5600.0,Tamil Nadu,Capsicum
17/07/2026,Capsicum,164,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),8000,8000,8000.0,Tamil Nadu,Capsicum
01/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Bellary
05/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Bellary
03/07/2026,Onion,23,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),3600,3600,3600.0,Tamil Nadu,Bellary
12/07/2026,Banana,19,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Besrai
14/07/2026,Banana,19,Vellore,Local,Kahithapattarai(Uzhavar Sandhai ),5000,4000,4500.0,Tamil Nadu,Besrai
